CustomerID,TotalSpending,AverageSpending,TransactionCount,Recency
12793.0,545.48,22.728333333333335,24,334
12794.0,860.41,19.12022222222222,45,52
12795.0,430.48,30.74857142857143,14,18
12797.0,194.18,11.42235294117647,17,359
12798.0,6977.04,872.13,8,9
12802.0,412.58,15.868461538461538,26,183
12808.0,483.65000000000003,17.273214285714285,28,36
12809.0,484.36,18.62923076923077,26,167
12811.0,514.85,16.608064516129033,31,260
12812.0,229.64000000000001,15.309333333333335,15,44
12814.0,125.92,62.96,2,101
12815.0,1063.46,22.6268085106383,47,147
12816.0,572.2,19.731034482758623,29,95
12817.0,166.04,41.51,4,280
12818.0,1517.88,94.8675,16,177
12820.0,942.34,15.97186440677966,59,2
12821.0,92.72,15.453333333333333,6,213
12822.0,918.98,19.55276595744681,47,70
12823.0,1759.5,351.9,5,74
12824.0,397.12,15.8848,25,59
12826.0,1468.1200000000001,15.618297872340428,94,2
12827.0,430.15000000000003,17.206000000000003,25,5
12828.0,1018.71,18.19125,56,2
12829.0,253.05,21.087500000000002,12,321
12830.0,6748.4,173.03589743589743,39,37
12831.0,215.05,23.894444444444446,9,261
12832.0,383.03,14.186296296296295,27,31
12833.0,417.38,17.390833333333333,24,144
12834.0,312.38,17.354444444444443,18,282
12836.0,2612.86,14.930628571428572,175,58
12837.0,134.1,11.174999999999999,12,172
12838.0,683.13,5.55390243902439,123,33
12839.0,5583.62,17.669683544303798,316,2
12840.0,2714.27,23.398879310344828,116,143
12841.0,3876.4,8.830068337129841,439,4
12842.0,1118.99,32.9114705882353,34,69
12843.0,1680.76,15.562592592592592,108,65
12844.0,325.96000000000004,6.268461538461539,52,28
12845.0,354.09,13.114444444444443,27,266
12847.0,871.54,9.577362637362636,91,21
12849.0,1050.8899999999999,20.6056862745098,51,30
12851.0,135.18,2.7036000000000002,50,96
12852.0,299.75,14.9875,20,289
12853.0,1881.7,22.401190476190475,84,107
12854.0,1289.15,11.21,115,78
12855.0,38.1,12.700000000000001,3,372
12856.0,2162.68,6.822334384858044,317,7
12857.0,1106.4,24.05217391304348,46,210
12863.0,504.2,84.03333333333333,6,51
12864.0,147.12,49.04,3,137
12865.0,1548.07,16.125729166666666,96,25
12866.0,559.12,21.504615384615384,26,282
12867.0,3986.22,7.234519056261343,551,25
12868.0,1607.0600000000002,15.0192523364486,107,185
12870.0,-14.899999999999999,-7.449999999999999,2,365
12871.0,380.64,34.60363636363636,11,83
12872.0,599.97,9.090454545454547,66,326
12873.0,374.0,93.5,4,281
12875.0,343.2300000000001,171.61500000000004,2,142
12876.0,2218.02,26.09435294117647,85,57
12877.0,1535.77,9.972532467532467,154,3
12878.0,841.64,17.176326530612243,49,17
12879.0,552.5699999999999,46.04749999999999,12,44
12881.0,298.0,42.57142857142857,7,275
12882.0,1463.04,112.54153846153847,13,8
12883.0,703.47,16.749285714285715,42,24
12884.0,309.05,44.15,7,87
12885.0,1158.27,16.087083333333332,72,62
12886.0,1351.09,15.7103488372093,86,67
12888.0,313.77,44.824285714285715,7,213
12890.0,380.46999999999997,4.639878048780488,82,23
12891.0,331.0,110.33333333333333,3,185
12893.0,188.14,5.533529411764706,34,30
12895.0,347.3,14.470833333333333,24,41
12897.0,216.5,54.125,4,204
12901.0,16293.1,130.3448,125,8
12902.0,138.68,13.868,10,264
12904.0,509.58,7.0775,72,17
12906.0,2919.81,46.34619047619047,63,11
12908.0,246.0,61.5,4,58
12909.0,2128.83,22.1753125,96,39
12910.0,3075.04,41.00053333333333,75,22
12912.0,1662.3,69.2625,24,2
12913.0,2483.63,49.6726,50,4
12915.0,363.65,16.529545454545453,22,148
12916.0,2982.35,27.361009174311924,109,138
12917.0,594.0,297.0,2,127
12919.0,1301.44,25.02769230769231,52,7
12920.0,164.23,5.8653571428571425,28,16
12921.0,16389.74,22.118407557354928,741,3
12922.0,405.38,14.477857142857143,28,160
12923.0,176.97,6.102413793103448,29,63
12924.0,929.95,29.998387096774195,31,87
12925.0,694.05,15.423333333333332,45,4
12928.0,2062.7000000000003,24.555952380952384,84,34
12929.0,105.1,11.677777777777777,9,121
12930.0,409.9,15.18148148148148,27,77
12931.0,33462.81,328.06676470588235,102,21
12933.0,606.28,5.666168224299065,107,23
12935.0,2156.45,16.588076923076922,130,1
12936.0,1012.9,16.077777777777776,63,16
12937.0,1504.27,12.535583333333333,120,14
12938.0,114.14,12.682222222222222,9,25
12939.0,11581.8,246.42127659574467,47,63
12940.0,876.29,8.507669902912621,103,45
12942.0,683.9,9.118666666666666,75,130
12943.0,-3.75,-3.75,1,300
12944.0,604.51,20.150333333333332,30,35
12945.0,462.95,20.128260869565217,23,287
12947.0,1407.29,13.663009708737864,103,143
12948.0,2053.7,17.40423728813559,118,15
12949.0,4143.02,18.917899543378997,219,30
12950.0,1843.0,80.1304347826087,23,1
12951.0,1042.07,16.031846153846153,65,8
12952.0,1382.8400000000001,17.285500000000003,80,5
12953.0,329.85,19.40294117647059,17,9
12955.0,4734.26,25.870273224043718,183,0
12956.0,108.07,5.687894736842105,19,305
12957.0,3979.04,16.307540983606557,244,3
12962.0,266.39,16.649375,16,6
12963.0,1841.03,19.177395833333332,96,7
12965.0,771.91,7.081743119266055,109,88
12966.0,160.18,16.018,10,9
12967.0,1194.75,36.20454545454545,33,2
12968.0,135.95,27.189999999999998,5,111
12970.0,452.24,2.9949668874172186,151,6
12971.0,10930.26,35.487857142857145,308,3
12974.0,144.8,18.1,8,197
12976.0,738.6,33.57272727272727,22,211
12977.0,39.239999999999995,4.359999999999999,9,155
12980.0,7092.06,295.5025,24,155
12981.0,372.21999999999997,18.610999999999997,20,29
12982.0,377.2,11.094117647058823,34,239
12984.0,97.5,24.375,4,18
12985.0,1215.6200000000001,15.584871794871797,78,0
12987.0,545.0,18.166666666666668,30,73
12988.0,535.32,5.818695652173914,92,291
12989.0,6854.51,100.80161764705883,68,2
12990.0,409.5,31.5,13,30
12991.0,503.76,16.25032258064516,31,22
12993.0,414.76,15.361481481481482,27,22
12994.0,902.22,12.35917808219178,73,3
12995.0,200.72,40.144,5,77
12997.0,1197.94,17.879701492537315,67,21
12999.0,455.88,16.28142857142857,28,195
13000.0,534.85,17.253225806451614,31,106
13001.0,9797.92,28.64888888888889,342,3
13002.0,120.94999999999999,17.27857142857143,7,317
13003.0,149.05,24.84166666666667,6,105
13004.0,5613.43,13.72476772616137,409,11
13005.0,468.95,16.170689655172414,29,173
13006.0,81.57,20.3925,4,55
13008.0,178.46999999999997,11.897999999999998,15,322
13011.0,50.550000000000004,16.85,3,371
13012.0,1311.6200000000001,12.258130841121497,107,8
13013.0,4786.99,21.563018018018017,222,0
13014.0,3365.43,27.140564516129032,124,2
13015.0,3346.28,19.012954545454548,176,52
13016.0,789.89,16.806170212765956,47,72
13017.0,204.0,204.0,1,6
13018.0,7272.75,15.844771241830065,459,15
13021.0,2584.4,19.286567164179104,134,3
13023.0,689.9,17.2475,40,63
13026.0,936.15,21.77093023255814,43,0
13027.0,6912.0,265.84615384615387,26,113
13028.0,659.68,14.035744680851062,47,22
13029.0,1247.5,124.75,10,30
13030.0,799.48,8.075555555555555,99,10
13032.0,996.52,13.286933333333334,75,38
13033.0,190.55,17.322727272727274,11,356
13034.0,642.77,17.372162162162162,37,54
13035.0,886.63,29.554333333333332,30,57
13037.0,881.07,18.355625,48,137
13038.0,908.46,32.445,28,79
13040.0,676.99,15.743953488372092,43,8
13043.0,471.57,33.683571428571426,14,253
13044.0,560.47,16.983939393939394,33,290
13045.0,305.28000000000003,16.96,18,98
13046.0,629.31,17.980285714285714,35,30
13047.0,3079.1,15.70969387755102,196,31
13048.0,1805.91,13.18182481751825,137,13
13049.0,656.6800000000001,46.90571428571429,14,63
13050.0,5684.61,13.47063981042654,422,8
13052.0,348.15000000000003,19.34166666666667,18,211
13055.0,1201.96,15.40974358974359,78,63
13058.0,271.40000000000003,33.925000000000004,8,24
13059.0,183.4,22.925,8,249
13060.0,307.53,20.502,15,253
13061.0,248.61,24.861,10,71
13062.0,346.98,31.543636363636367,11,190
13064.0,1119.49,16.22449275362319,69,12
13065.0,205.86,14.704285714285716,14,372
13066.0,430.9,8.793877551020408,49,23
13067.0,115.46000000000001,7.697333333333334,15,81
13068.0,344.0,172.0,2,9
13069.0,3717.82,7.910255319148937,470,0
13070.0,228.8,25.422222222222224,9,191
13072.0,177.15,25.307142857142857,7,266
13075.0,919.61,41.80045454545455,22,129
13077.0,729.27,6.5113392857142856,112,0
13078.0,12432.28,32.71652631578947,380,0
13079.0,220.10000000000002,36.68333333333334,6,3
13080.0,58.08,9.68,6,178
13081.0,27964.48,26.356720075400567,1061,0
13082.0,3595.48,47.939733333333336,75,125
13083.0,303.75,16.875,18,3
13085.0,272.38,9.392413793103447,29,157
13089.0,57385.88,30.90246634356489,1857,2
13090.0,8689.39,53.971366459627326,161,8
13091.0,319.82,13.325833333333334,24,20
13092.0,459.83,17.685769230769232,26,70
13093.0,7741.47,45.53805882352941,170,266
13094.0,1708.8600000000001,56.962,30,20
13095.0,74.39999999999999,12.399999999999999,6,70
13097.0,5893.32,13.485858123569793,437,32
13098.0,28658.88,47.37004958677686,605,0
13099.0,207.35999999999999,207.35999999999999,1,98
13101.0,101.19,12.64875,8,233
13102.0,6336.29,20.439645161290322,310,0
13103.0,243.94,30.4925,8,39
13104.0,1098.48,54.924,20,2
13106.0,59.5,29.75,2,128
13107.0,1524.07,25.401166666666665,60,43
13108.0,350.06,35.006,10,372
13109.0,766.84,15.3368,50,2
13110.0,1452.8700000000001,9.951164383561645,146,30
13113.0,10510.0,37.535714285714285,280,0
13115.0,2205.63,16.709318181818183,132,8
13116.0,485.19,15.651290322580644,31,116
13117.0,984.91,12.959342105263158,76,21
13118.0,1125.0,13.71951219512195,82,19
13120.0,30.599999999999998,30.599999999999998,1,238
13121.0,254.73,4.806226415094339,53,268
13122.0,922.39,16.77072727272727,55,93
13124.0,3866.33,16.452468085106382,235,89
13126.0,2056.29,14.480915492957747,142,4
13127.0,259.17,17.278000000000002,15,77
13130.0,64.0,32.0,2,93
13131.0,1039.3,22.593478260869563,46,22
13132.0,77.3,25.766666666666666,3,261
13133.0,109.8,15.685714285714285,7,273
13134.0,1740.63,16.577428571428573,105,72
13135.0,3096.0,3096.0,1,196
13136.0,2545.38,18.31208633093525,139,49
13137.0,3605.08,5.113588652482269,705,10
13138.0,962.39,15.276031746031746,63,21
13139.0,5055.79,29.05626436781609,174,15
13140.0,423.72,9.211304347826088,46,107
13141.0,2385.8,17.54264705882353,136,84
13142.0,307.09,13.351739130434781,23,18
13144.0,110.95,36.983333333333334,3,332
13145.0,614.77,87.82428571428571,7,39
13146.0,228.91,13.465294117647058,17,25
13147.0,712.8000000000001,178.20000000000002,4,9
13148.0,3348.48,9.649798270893372,347,28
13149.0,1676.06,19.48906976744186,86,13
13151.0,1250.3700000000001,16.6716,75,202
13153.0,486.22,32.41466666666667,15,5
13154.0,-611.86,-611.86,1,143
13155.0,971.76,11.432470588235294,85,32
13157.0,1721.57,19.343483146067413,89,48
13158.0,1201.06,15.203291139240505,79,94
13159.0,1379.75,11.309426229508198,122,8
13160.0,91.8,22.95,4,21
13161.0,112.75,14.09375,8,312
13162.0,1644.99,20.060853658536587,82,121
13165.0,1021.48,24.32095238095238,42,45
13166.0,414.7,9.873809523809523,42,281
13167.0,791.33,12.174307692307693,65,18
13168.0,1310.14,9.850676691729324,133,35
13169.0,712.88,54.83692307692308,13,63
13170.0,116.00999999999999,3.6253124999999997,32,26
13171.0,426.81,8.891875,48,7
13173.0,353.65,8.224418604651163,43,3
13174.0,2817.03,8.971433121019109,314,15
13176.0,492.84,6.845,72,45
13177.0,282.45,16.61470588235294,17,64
13178.0,5725.47,21.60554716981132,265,25
13182.0,121.18,11.016363636363637,11,44
13183.0,3957.78,42.10404255319149,94,7
13184.0,1648.79,9.009781420765027,183,14
13185.0,71.4,71.4,1,267
13186.0,1539.69,18.329642857142858,84,39
13187.0,236.02,6.378918918918919,37,336
13188.0,114.60000000000001,57.300000000000004,2,10
13189.0,260.68,8.988965517241379,29,18
13192.0,911.94,14.475238095238096,63,94
13193.0,117.88,4.0648275862068965,29,60
13194.0,60.7,20.233333333333334,3,135
13196.0,1797.78,16.343454545454545,110,10
13198.0,3384.09,14.77768558951965,229,9
