,CustomerID,TotalSpending,AverageSpending,TransactionCount,Recency,Cluster
49,12408.0,2842.57,25.155486725663717,113,32,0
50,12409.0,11056.93,96.99061403508772,114,78,0
51,12410.0,681.0799999999999,24.32428571428571,28,300,1
52,12412.0,1226.88,20.112786885245903,61,74,0
53,12413.0,694.15,17.353749999999998,40,66,0
54,12414.0,562.41,31.244999999999997,18,216,1
55,12415.0,123725.45,159.0301413881748,778,23,2
56,12417.0,3578.8,18.074747474747475,198,2,0
57,12418.0,668.58,19.664117647058823,34,112,0
58,12420.0,600.39,20.70310344827586,29,63,0
59,12421.0,806.27,17.527608695652173,46,15,0
60,12422.0,803.5600000000001,20.604102564102565,39,95,0
61,12423.0,1849.11,14.67547619047619,126,0,0
62,12424.0,1760.96,58.69866666666667,30,162,1
63,12425.0,777.2,21.58888888888889,36,77,0
64,12426.0,582.73,19.424333333333333,30,194,1
65,12427.0,708.37,20.239142857142856,35,11,0
66,12428.0,7877.2,26.25733333333333,300,25,0
67,12429.0,3750.4,38.66391752577319,97,8,0
68,12430.0,256.4,23.30909090909091,11,42,0
69,12431.0,6416.39,26.734958333333335,240,35,0
70,12432.0,5059.32,46.84555555555555,108,42,0
71,12433.0,13375.87,31.847309523809525,420,0,0
72,12434.0,765.19,14.170185185185186,54,84,0
73,12435.0,7829.89,217.49694444444447,36,79,0
74,12436.0,509.01,31.813125,16,99,0
75,12437.0,4896.66,24.36149253731343,201,1,0
76,12438.0,2906.85,29.66173469387755,98,13,0
77,12441.0,173.55,15.77727272727273,11,366,1
78,12442.0,172.06,14.338333333333331,12,2,0
79,12444.0,5005.46,28.27943502824859,177,20,0
80,12445.0,133.4,33.35,4,21,0
81,12446.0,1002.31,17.281206896551726,58,57,0
82,12447.0,476.49,18.326538461538465,26,242,1
83,12448.0,449.45,20.429545454545455,22,43,0
84,12449.0,4067.29,21.294712041884814,191,21,0
85,12450.0,197.88,24.735,8,155,1
86,12451.0,8933.52,25.164845070422537,355,10,0
87,12452.0,428.57,18.63347826086957,23,16,0
88,12453.0,707.09,16.443953488372095,43,133,0
89,12454.0,5.684341886080803e-14,1.8947806286936005e-15,30,52,0
90,12455.0,2466.86,27.409555555555556,90,72,0
91,12456.0,3153.89,24.44875968992248,129,43,0
92,12457.0,1917.78,28.20264705882353,68,57,0
93,12458.0,947.4,24.931578947368426,38,70,0
94,12461.0,826.88,23.62514285714286,35,93,0
95,12462.0,1124.01,15.61125,72,1,0
96,12463.0,1303.63,14.813977272727271,88,45,0
97,12464.0,1212.05,41.79482758620689,29,9,0
98,12465.0,733.89,14.39,51,7,0
99,12468.0,724.0400000000001,18.101000000000003,40,142,1
100,12471.0,18740.92,35.29363465160075,531,1,0
101,12472.0,6229.48,15.932173913043478,391,30,0
102,12473.0,2848.23,15.911899441340784,179,28,0
103,12474.0,7116.47,15.572144420131291,457,16,0
104,12475.0,723.38,20.093888888888888,36,53,0
105,12476.0,6546.58,24.79765151515151,264,0,0
106,12477.0,13117.01,42.58769480519481,308,22,0
107,12478.0,680.99,18.91638888888889,36,3,0
108,12479.0,477.3,13.637142857142855,35,3,0
109,12480.0,3281.63,21.30928571428571,154,27,0
110,12481.0,5590.86,25.646146788990823,218,22,0
111,12483.0,2327.13,28.73,81,16,0
112,12484.0,4495.27,12.843628571428573,350,32,0
113,12488.0,1298.66,23.612,55,9,0
114,12489.0,334.93,22.328666666666667,15,335,1
115,12490.0,5417.93,22.114,245,4,0
116,12491.0,460.4,17.70769230769231,26,38,0
117,12492.0,263.21000000000004,13.160500000000004,20,62,0
118,12493.0,416.79,18.121304347826086,23,165,1
119,12494.0,1139.35,13.563690476190478,84,9,0
120,12497.0,1043.1,74.50714285714285,14,81,0
121,12498.0,403.7000000000001,17.55217391304348,23,20,0
122,12500.0,4206.27,64.71184615384617,65,22,0
123,12501.0,2089.68,13.0605,160,314,1
124,12502.0,3723.87,25.332448979591835,147,95,0
125,12503.0,-1126.0,-1126.0,1,337,1
126,12504.0,114.0,7.6,15,17,0
127,12505.0,-4.5,-4.5,1,300,1
128,12506.0,73.5,3.1956521739130435,23,232,1
129,12507.0,1258.06,54.69826086956522,23,133,0
130,12508.0,398.27,5.772028985507246,69,25,0
131,12509.0,176.5,25.214285714285715,7,283,1
132,12510.0,982.57,29.774848484848484,33,142,1
133,12512.0,138.03,4.059705882352941,34,65,0
134,12513.0,586.79,16.299722222222222,36,84,0
135,12514.0,1017.68,19.954509803921567,51,266,1
136,12515.0,383.7,23.98125,16,352,1
137,12516.0,1312.06,50.46384615384615,26,77,0
138,12517.0,2464.89,8.618496503496504,286,27,0
139,12518.0,2056.89,16.58782258064516,124,0,0
140,12519.0,340.84,18.935555555555553,18,63,0
141,12520.0,2582.51,16.66135483870968,155,78,0
142,12521.0,599.68,15.781052631578946,38,142,1
143,12522.0,192.72,16.06,12,38,0
144,12523.0,1745.57,15.86881818181818,110,1,0
145,12524.0,4485.72,31.150833333333335,144,8,0
146,12526.0,1316.66,18.54450704225352,71,0,0
147,12527.0,348.71000000000004,19.37277777777778,18,81,0
148,12528.0,1922.28,20.234526315789473,95,8,0
149,12530.0,1623.63,23.876911764705884,68,59,0
150,12531.0,125.22,7.365882352941177,17,14,0
151,12532.0,349.83000000000004,21.864375000000003,16,29,0
152,12534.0,1089.18,17.28857142857143,63,130,0
153,12535.0,716.35,21.069117647058825,34,91,0
154,12536.0,4106.82,15.043296703296702,273,7,0
155,12538.0,363.95,17.33095238095238,21,28,0
156,12539.0,3852.5,14.06021897810219,274,21,0
157,12540.0,13309.04,27.669521829521827,481,19,0
158,12541.0,981.18,18.868846153846153,52,29,0
159,12544.0,355.7,17.785,20,29,0
160,12545.0,1000.39,20.0078,50,74,0
161,12546.0,1141.5,16.307142857142857,70,46,0
162,12547.0,207.8,25.975,8,197,1
163,12548.0,95.2,19.04,5,165,1
164,12550.0,964.83,16.92684210526316,57,78,0
165,12551.0,168.0,16.8,10,357,1
166,12552.0,437.82,21.891,20,38,0
167,12553.0,3652.25,18.633928571428573,196,7,0
168,12556.0,603.71,4.989338842975207,121,49,0
169,12557.0,11990.96,363.36242424242425,33,15,0
170,12558.0,1.0658141036401504e-14,4.844609562000683e-16,22,1,0
171,12559.0,536.21,24.37318181818182,22,310,1
172,12560.0,2101.39,18.93144144144144,111,4,0
173,12561.0,238.85,14.928125,16,302,1
174,12562.0,3781.74,22.510357142857146,168,7,0
175,12564.0,456.9,21.757142857142856,21,260,1
176,12565.0,131.17,13.117,10,281,1
177,12566.0,346.7,17.335,20,72,0
178,12567.0,9114.94,19.686695464362852,463,22,0
179,12569.0,4064.99,21.282670157068065,191,1,0
180,12571.0,519.61,15.28264705882353,34,39,0
181,12572.0,1004.72,16.205161290322582,62,8,0
182,12573.0,160.54000000000002,5.733571428571429,28,226,1
183,12574.0,218.45,19.85909090909091,11,315,1
184,12576.0,1306.98,14.685168539325844,89,35,0
185,12577.0,595.4,4.022972972972973,148,34,0
186,12578.0,2753.36,22.944666666666667,120,20,0
187,12579.0,410.72,13.249032258064515,31,72,0
188,12580.0,415.7,17.320833333333333,24,246,1
189,12581.0,197.71,13.180666666666667,15,39,0
190,12582.0,511.36,23.24363636363637,22,238,1
191,12583.0,7187.34,28.634820717131475,251,2,0
192,12584.0,1893.95,15.031349206349208,126,3,0
193,12585.0,1982.81,20.441340206185565,97,233,1
194,12586.0,179.94000000000003,14.995000000000005,12,16,0
195,12587.0,144.0,36.0,4,7,0
196,12588.0,214.9,21.49,10,38,0
197,12589.0,646.68,18.47657142857143,35,28,0
198,12590.0,9861.38,140.87685714285712,70,189,1
199,12591.0,452.85,17.41730769230769,26,316,1
200,12592.0,437.6,24.311111111111114,18,91,0
201,12593.0,418.1,19.909523809523808,21,108,0
202,12594.0,3320.2200000000003,27.901008403361345,119,37,0
203,12596.0,618.27,22.898888888888887,27,50,0
204,12597.0,3683.13,17.21088785046729,214,18,0
205,12598.0,3002.68,22.57654135338346,133,9,0
206,12599.0,1032.58,16.654516129032256,62,28,0
207,12600.0,2581.04,39.70830769230769,65,28,0
208,12601.0,569.5600000000001,19.64,29,189,1
209,12602.0,153.12,12.76,12,58,0
210,12603.0,739.1999999999999,246.4,3,21,0
211,12604.0,254.18,15.88625,16,78,0
212,12605.0,-7.5,-2.5,3,364,1
213,12607.0,3.552713678800501e-15,1.75876914792104e-17,202,57,0
214,12609.0,1126.85,18.78083333333333,60,77,0
215,12610.0,2057.99,18.54045045045045,111,22,0
216,12611.0,1193.32,18.35876923076923,65,51,0
217,12612.0,643.59,30.64714285714286,21,57,0
218,12613.0,3218.98,19.748343558282208,163,30,0
219,12614.0,315.6,15.78,20,277,1
220,12615.0,2291.19,21.820857142857143,105,1,0
221,12616.0,657.25,18.256944444444443,36,84,0
222,12617.0,355.53,8.465,42,28,0
223,12618.0,177.31,16.11909090909091,11,21,0
224,12619.0,3214.81,33.840105263157895,95,15,0
225,12620.0,1339.41,14.558804347826088,92,14,0
226,12621.0,13612.07,28.717447257383967,474,1,0
227,12622.0,180.1,16.37272727272727,11,231,1
228,12623.0,305.1,16.950000000000003,18,275,1
229,12624.0,641.13,16.87184210526316,38,105,0
230,12625.0,2614.32,28.72879120879121,91,211,1
231,12626.0,6388.35,20.808957654723127,307,22,0
232,12627.0,4478.53,19.47186956521739,230,10,0
233,12628.0,769.61,17.897906976744185,43,3,0
234,12630.0,1270.88,19.8575,64,9,0
235,12631.0,640.5,20.661290322580644,31,56,0
236,12633.0,2140.63,20.782815533980585,103,58,0
237,12635.0,1689.18,16.724554455445546,101,89,0
238,12637.0,5953.25,15.10977157360406,394,66,0
239,12638.0,671.69,17.222820512820515,39,32,0
240,12639.0,486.1,22.095454545454547,22,238,1
241,12640.0,1174.58,22.16188679245283,53,23,0
242,12641.0,185.9,18.59,10,114,0
243,12642.0,1013.26,21.55872340425532,47,24,0
244,12643.0,3344.64,139.36,24,127,0
245,12644.0,477.91,15.416451612903227,31,129,0
246,12645.0,1755.38,23.721351351351352,74,33,0
247,12646.0,1346.97,29.932666666666663,45,4,0
248,12647.0,3669.92,28.67125,128,21,0
249,12648.0,318.05,15.145238095238096,21,154,1
250,12649.0,603.71,18.294242424242427,33,106,0
251,12650.0,314.44,15.722,20,2,0
252,12651.0,114.0,12.666666666666666,9,334,1
253,12652.0,914.53,17.931960784313723,51,321,1
254,12653.0,2209.85,51.391860465116274,43,148,1
255,12654.0,601.98,15.841578947368422,38,10,0
256,12656.0,3982.72,30.636307692307692,130,16,0
257,12657.0,1152.06,20.5725,56,10,0
258,12658.0,686.05,19.056944444444444,36,18,0
259,12659.0,91.68,18.336,5,29,0
260,12660.0,245.1,18.853846153846153,13,10,0
261,12662.0,3817.08,16.45293103448276,232,0,0
262,12664.0,4863.88,127.99684210526316,38,7,0
263,12665.0,61.75,15.4375,4,324,1
264,12666.0,-227.44,-113.72,2,358,1
265,12667.0,620.13,18.791818181818183,33,57,0
266,12668.0,3743.18,22.280833333333337,168,6,0
267,12669.0,1607.73,15.762058823529411,102,150,1
268,12670.0,2986.15,31.767553191489363,94,9,0
269,12672.0,225.9,22.589999999999996,10,329,1
270,12673.0,610.52,14.536190476190477,42,4,0
271,12674.0,1919.31,21.09131868131868,91,11,0
272,12676.0,1331.39,29.58644444444445,45,24,0
273,12678.0,17588.26,105.3189221556886,167,41,0
274,12679.0,1058.67,18.90482142857143,56,51,0
275,12680.0,862.81,16.592499999999998,52,0,0
276,12681.0,13677.59,21.172739938080497,646,14,0
277,12682.0,12288.22,23.406133333333333,525,3,0
278,12683.0,8221.09,22.710193370165747,362,3,0
279,12684.0,2283.63,21.748857142857144,105,7,0
280,12685.0,2863.08,18.23617834394904,157,27,0
281,12686.0,89.14,12.734285714285717,7,371,1
282,12688.0,4873.8099999999995,28.501812865497072,171,113,0
283,12689.0,1247.61,17.327916666666667,72,25,0
284,12690.0,389.01,24.313125,16,205,1
285,12691.0,1035.8,32.36875,32,27,0
286,12693.0,830.96,20.267317073170737,41,120,0
287,12694.0,869.67,23.504594594594593,37,69,0
288,12695.0,582.1,21.55925925925926,27,6,0
289,12697.0,939.02,21.83767441860465,43,20,0
290,12700.0,4867.99,18.029592592592593,270,7,0
291,12701.0,797.71,15.0511320754717,53,79,0
292,12702.0,219.0,18.25,12,19,0
293,12703.0,274.7,12.486363636363636,22,63,0
294,12704.0,2220.84,24.676,90,6,0
295,12705.0,6814.24,19.581149425287357,348,14,0
296,12707.0,603.42,18.285454545454545,33,291,1
297,12708.0,2616.32,15.03632183908046,174,29,0
298,12709.0,9294.1,36.163813229571986,257,2,0
299,12710.0,1130.57,14.311012658227847,79,96,0
300,12712.0,4241.63,29.8706338028169,142,22,0
301,12713.0,848.55,22.330263157894738,38,0,0
302,12714.0,4708.86,18.18092664092664,259,8,0
303,12715.0,353.86,16.85047619047619,21,105,0
304,12716.0,1053.49,15.267971014492751,69,3,0
305,12717.0,980.98,17.517500000000002,56,150,1
306,12718.0,238.25,12.539473684210526,19,70,0
307,12719.0,608.1,14.47857142857143,42,4,0
308,12720.0,5713.28,15.914428969359331,359,2,0
309,12721.0,2628.98,16.030365853658537,164,31,0
310,12722.0,904.33,15.865438596491227,57,84,0
311,12723.0,725.07,10.508260869565218,69,3,0
312,12724.0,1031.41,19.460566037735852,53,4,0
313,12725.0,427.8,17.825,24,370,1
314,12726.0,2609.1,21.041129032258063,124,27,0
315,12727.0,3947.7,27.99787234042553,141,10,0
316,12728.0,836.33,18.18108695652174,46,70,0
317,12729.0,453.01,17.423461538461538,26,113,0
318,12731.0,18793.41,67.84624548736463,277,23,0
319,12732.0,236.26,19.688333333333336,12,179,1
320,12733.0,383.95,17.452272727272728,22,233,1
321,12734.0,110.4,27.6,4,352,1
322,12735.0,779.5699999999999,18.12953488372093,43,314,1
323,12736.0,234.0,58.5,4,332,1
324,12738.0,155.35,14.122727272727271,11,371,1
325,12739.0,1013.04,26.658947368421053,38,77,0
326,12740.0,427.6,15.837037037037035,27,63,0
327,12743.0,546.43,4.077835820895522,134,133,0
328,12744.0,9120.39,39.82703056768559,229,51,0
329,12747.0,4196.01,40.737961165048546,103,1,0
330,12748.0,29072.1,6.262839293408013,4642,0,2
331,12749.0,3868.2,16.745454545454546,231,3,0
332,12750.0,275.88,18.392,15,128,0
333,12752.0,4366.78,82.3920754716981,53,80,0
334,12753.0,21024.01,91.40873913043478,230,3,0
335,12754.0,2949.12,45.37107692307692,65,235,1
336,12755.0,2203.2,367.2,6,249,1
337,12756.0,112.07999999999998,28.019999999999996,4,86,0
338,12757.0,4227.7,11.214058355437665,377,15,0
339,12758.0,2791.59,28.779278350515465,97,116,0
340,12759.0,1531.44,16.12042105263158,95,51,0
341,12762.0,1898.52,27.51478260869565,69,7,0
342,12763.0,494.08,27.448888888888888,18,137,0
343,12764.0,1693.88,37.64177777777778,45,316,1
344,12766.0,6989.63,22.547193548387096,310,3,0
345,12769.0,1143.6,35.7375,32,238,1
346,12770.0,1351.45,112.62083333333334,12,210,1
347,12772.0,892.47,16.226727272727274,55,59,0
348,12775.0,1351.24,20.16776119402985,67,16,0
349,12778.0,804.23,15.76921568627451,51,19,0
350,12779.0,3868.7,24.331446540880503,159,20,0
351,12781.0,707.72,23.590666666666667,30,20,0
352,12782.0,2273.32,21.245981308411217,107,4,0
353,12783.0,1603.87,18.649651162790697,86,1,0
354,12784.0,574.42,9.73593220338983,59,8,0
355,12785.0,305.71,20.380666666666663,15,2,0
356,12787.0,463.66,23.183,20,9,0
357,12789.0,91.85,22.9625,4,64,0
358,12790.0,324.92,15.472380952380954,21,191,1
359,12791.0,192.6,96.3,2,373,1
360,12792.0,400.54,16.0216,25,256,1
361,12793.0,545.48,22.728333333333335,24,334,1
362,12794.0,860.41,19.12022222222222,45,52,0
363,12795.0,430.48,30.74857142857143,14,18,0
364,12797.0,194.18,11.42235294117647,17,359,1
365,12798.0,6977.04,872.13,8,9,0
366,12802.0,412.58,15.868461538461538,26,183,1
367,12808.0,483.65,17.273214285714285,28,36,0
368,12809.0,484.36,18.62923076923077,26,167,1
369,12811.0,514.85,16.608064516129033,31,260,1
370,12812.0,229.64,15.309333333333337,15,44,0
371,12814.0,125.92,62.96,2,101,0
372,12815.0,1063.46,22.6268085106383,47,147,1
373,12816.0,572.2,19.731034482758623,29,95,0
374,12817.0,166.04,41.51,4,280,1
375,12818.0,1517.88,94.8675,16,177,1
376,12820.0,942.34,15.97186440677966,59,2,0
377,12821.0,92.72,15.453333333333331,6,213,1
378,12822.0,918.98,19.55276595744681,47,70,0
379,12823.0,1759.5,351.9,5,74,0
380,12824.0,397.12,15.8848,25,59,0
381,12826.0,1468.12,15.618297872340428,94,2,0
382,12827.0,430.15,17.206000000000003,25,5,0
383,12828.0,1018.71,18.19125,56,2,0
384,12829.0,253.05,21.0875,12,321,1
385,12830.0,6748.4,173.03589743589745,39,37,0
386,12831.0,215.05,23.89444444444445,9,261,1
387,12832.0,383.03,14.186296296296296,27,31,0
388,12833.0,417.38,17.390833333333333,24,144,1
389,12834.0,312.38,17.354444444444443,18,282,1
390,12836.0,2612.86,14.930628571428572,175,58,0
391,12837.0,134.1,11.175,12,172,1
392,12838.0,683.13,5.55390243902439,123,33,0
393,12839.0,5583.62,17.669683544303798,316,2,0
394,12840.0,2714.27,23.398879310344828,116,143,0
395,12841.0,3876.4,8.830068337129841,439,4,0
396,12842.0,1118.99,32.9114705882353,34,69,0
397,12843.0,1680.76,15.562592592592592,108,65,0
398,12844.0,325.96000000000004,6.268461538461539,52,28,0
399,12845.0,354.09,13.114444444444445,27,266,1
400,12847.0,871.54,9.577362637362636,91,21,0
401,12849.0,1050.89,20.6056862745098,51,30,0
402,12851.0,135.18,2.7036,50,96,0
403,12852.0,299.75,14.9875,20,289,1
404,12853.0,1881.7,22.401190476190475,84,107,0
405,12854.0,1289.15,11.21,115,78,0
406,12855.0,38.1,12.7,3,372,1
407,12856.0,2162.68,6.822334384858044,317,7,0
408,12857.0,1106.4,24.05217391304348,46,210,1
409,12863.0,504.2,84.03333333333333,6,51,0
410,12864.0,147.12,49.04,3,137,0
411,12865.0,1548.07,16.125729166666666,96,25,0
412,12866.0,559.12,21.504615384615384,26,282,1
413,12867.0,3986.22,7.234519056261343,551,25,0
414,12868.0,1607.0600000000002,15.0192523364486,107,185,1
415,12870.0,-14.9,-7.449999999999999,2,365,1
416,12871.0,380.64,34.60363636363636,11,83,0
417,12872.0,599.97,9.090454545454548,66,326,1
418,12873.0,374.0,93.5,4,281,1
419,12875.0,343.2300000000001,171.61500000000004,2,142,1
420,12876.0,2218.02,26.09435294117647,85,57,0
421,12877.0,1535.77,9.972532467532467,154,3,0
422,12878.0,841.64,17.176326530612243,49,17,0
423,12879.0,552.5699999999999,46.04749999999999,12,44,0
424,12881.0,298.0,42.57142857142857,7,275,1
425,12882.0,1463.04,112.54153846153848,13,8,0
426,12883.0,703.47,16.749285714285715,42,24,0
427,12884.0,309.05,44.15,7,87,0
428,12885.0,1158.27,16.087083333333332,72,62,0
429,12886.0,1351.09,15.7103488372093,86,67,0
430,12888.0,313.77,44.824285714285715,7,213,1
431,12890.0,380.47,4.639878048780488,82,23,0
432,12891.0,331.0,110.33333333333331,3,185,1
433,12893.0,188.14,5.533529411764706,34,30,0
434,12895.0,347.3,14.470833333333331,24,41,0
435,12897.0,216.5,54.125,4,204,1
436,12901.0,16293.1,130.3448,125,8,0
437,12902.0,138.68,13.868,10,264,1
438,12904.0,509.58,7.0775,72,17,0
439,12906.0,2919.81,46.34619047619047,63,11,0
440,12908.0,246.0,61.5,4,58,0
441,12909.0,2128.83,22.1753125,96,39,0
442,12910.0,3075.04,41.00053333333333,75,22,0
443,12912.0,1662.3,69.2625,24,2,0
444,12913.0,2483.63,49.6726,50,4,0
445,12915.0,363.65,16.529545454545453,22,148,1
446,12916.0,2982.35,27.361009174311924,109,138,0
447,12917.0,594.0,297.0,2,127,0
448,12919.0,1301.44,25.02769230769231,52,7,0
449,12920.0,164.23,5.8653571428571425,28,16,0
450,12921.0,16389.74,22.118407557354928,741,3,0
451,12922.0,405.38,14.477857142857143,28,160,1
452,12923.0,176.97,6.102413793103448,29,63,0
453,12924.0,929.95,29.998387096774195,31,87,0
454,12925.0,694.05,15.423333333333332,45,4,0
455,12928.0,2062.7000000000003,24.555952380952384,84,34,0
456,12929.0,105.1,11.677777777777775,9,121,0
457,12930.0,409.9,15.18148148148148,27,77,0
458,12931.0,33462.81,328.06676470588235,102,21,0
459,12933.0,606.28,5.666168224299065,107,23,0
460,12935.0,2156.45,16.588076923076922,130,1,0
461,12936.0,1012.9,16.077777777777776,63,16,0
462,12937.0,1504.27,12.535583333333332,120,14,0
463,12938.0,114.14,12.682222222222222,9,25,0
464,12939.0,11581.8,246.42127659574467,47,63,0
465,12940.0,876.29,8.507669902912621,103,45,0
466,12942.0,683.9,9.118666666666666,75,130,0
467,12943.0,-3.75,-3.75,1,300,1
468,12944.0,604.51,20.150333333333332,30,35,0
469,12945.0,462.95,20.128260869565217,23,287,1
470,12947.0,1407.29,13.663009708737864,103,143,0
471,12948.0,2053.7,17.40423728813559,118,15,0
472,12949.0,4143.02,18.917899543378997,219,30,0
473,12950.0,1843.0,80.1304347826087,23,1,0
474,12951.0,1042.07,16.031846153846153,65,8,0
475,12952.0,1382.84,17.285500000000003,80,5,0
476,12953.0,329.85,19.40294117647059,17,9,0
477,12955.0,4734.26,25.87027322404372,183,0,0
478,12956.0,108.07,5.687894736842105,19,305,1
479,12957.0,3979.04,16.307540983606557,244,3,0
480,12962.0,266.39,16.649375,16,6,0
481,12963.0,1841.03,19.177395833333332,96,7,0
482,12965.0,771.91,7.081743119266055,109,88,0
483,12966.0,160.18,16.018,10,9,0
484,12967.0,1194.75,36.20454545454545,33,2,0
485,12968.0,135.95,27.19,5,111,0
486,12970.0,452.24,2.9949668874172186,151,6,0
487,12971.0,10930.26,35.487857142857145,308,3,0
488,12974.0,144.8,18.1,8,197,1
489,12976.0,738.6,33.57272727272727,22,211,1
490,12977.0,39.239999999999995,4.359999999999999,9,155,1
491,12980.0,7092.06,295.5025,24,155,1
492,12981.0,372.22,18.610999999999997,20,29,0
493,12982.0,377.2,11.094117647058823,34,239,1
494,12984.0,97.5,24.375,4,18,0
495,12985.0,1215.62,15.584871794871797,78,0,0
496,12987.0,545.0,18.166666666666668,30,73,0
497,12988.0,535.32,5.818695652173914,92,291,1
498,12989.0,6854.51,100.80161764705883,68,2,0
499,12990.0,409.5,31.5,13,30,0
500,12991.0,503.76,16.25032258064516,31,22,0
501,12993.0,414.76,15.361481481481482,27,22,0
502,12994.0,902.22,12.35917808219178,73,3,0
503,12995.0,200.72,40.144,5,77,0
504,12997.0,1197.94,17.879701492537315,67,21,0
505,12999.0,455.88,16.28142857142857,28,195,1
506,13000.0,534.85,17.253225806451614,31,106,0
507,13001.0,9797.92,28.64888888888889,342,3,0
508,13002.0,120.95,17.27857142857143,7,317,1
509,13003.0,149.05,24.84166666666667,6,105,0
510,13004.0,5613.43,13.72476772616137,409,11,0
511,13005.0,468.95,16.170689655172414,29,173,1
512,13006.0,81.57,20.3925,4,55,0
513,13008.0,178.46999999999997,11.897999999999998,15,322,1
514,13011.0,50.55,16.85,3,371,1
515,13012.0,1311.62,12.258130841121496,107,8,0
516,13013.0,4786.99,21.563018018018017,222,0,0
517,13014.0,3365.43,27.140564516129032,124,2,0
518,13015.0,3346.28,19.012954545454548,176,52,0
519,13016.0,789.89,16.806170212765956,47,72,0
520,13017.0,204.0,204.0,1,6,0
521,13018.0,7272.75,15.844771241830063,459,15,0
522,13021.0,2584.4,19.286567164179104,134,3,0
523,13023.0,689.9,17.2475,40,63,0
524,13026.0,936.15,21.77093023255814,43,0,0
525,13027.0,6912.0,265.84615384615387,26,113,0
526,13028.0,659.68,14.035744680851062,47,22,0
527,13029.0,1247.5,124.75,10,30,0
528,13030.0,799.48,8.075555555555555,99,10,0
529,13032.0,996.52,13.286933333333334,75,38,0
530,13033.0,190.55,17.322727272727274,11,356,1
531,13034.0,642.77,17.372162162162162,37,54,0
532,13035.0,886.63,29.554333333333332,30,57,0
533,13037.0,881.07,18.355625,48,137,0
534,13038.0,908.46,32.445,28,79,0
535,13040.0,676.99,15.743953488372092,43,8,0
536,13043.0,471.57,33.683571428571426,14,253,1
537,13044.0,560.47,16.983939393939394,33,290,1
538,13045.0,305.28000000000003,16.96,18,98,0
539,13046.0,629.31,17.980285714285714,35,30,0
540,13047.0,3079.1,15.70969387755102,196,31,0
541,13048.0,1805.91,13.18182481751825,137,13,0
542,13049.0,656.6800000000001,46.90571428571429,14,63,0
543,13050.0,5684.61,13.47063981042654,422,8,0
544,13052.0,348.15000000000003,19.34166666666667,18,211,1
545,13055.0,1201.96,15.40974358974359,78,63,0
546,13058.0,271.40000000000003,33.925000000000004,8,24,0
547,13059.0,183.4,22.925,8,249,1
548,13060.0,307.53,20.502,15,253,1
549,13061.0,248.61,24.861,10,71,0
550,13062.0,346.98,31.543636363636367,11,190,1
551,13064.0,1119.49,16.22449275362319,69,12,0
552,13065.0,205.86,14.704285714285716,14,372,1
553,13066.0,430.9,8.793877551020408,49,23,0
554,13067.0,115.46,7.697333333333334,15,81,0
555,13068.0,344.0,172.0,2,9,0
556,13069.0,3717.82,7.910255319148937,470,0,0
